"Protein Group","Top","Accession","-10LgP","Coverage(%)","Coverage(%) DDA_300Smeg_D_2","Coverage(%) DDA_300Smeg_D_1","Coverage(%) DDA_300Smeg_D_3","#Peptides","Area DDA_300Smeg_D_2","Area DDA_300Smeg_D_1","Area DDA_300Smeg_D_3","#Unique","#Spec DDA_300Smeg_D_2","#Spec DDA_300Smeg_D_1","#Spec DDA_300Smeg_D_3","PTM","Average Mass","Description"
1258,true,"I7FVJ9|I7FVJ9_MYCS2",266.5483,13.54,13.54,13.54,13.54,6,14646.557,14587.891,15833.337,6,13.0,11.0,7.0,"Oxidation (M)",50342.76,"NAD(P) transhydrogenase subunit beta OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_0105 PE=3 SV=1"
774,true,"Q8KRQ4|Q8KRQ4_MYCSM",326.76822,32.35,25.49,21.32,32.35,9,15557.258,16278.778,15775.543,8,12.0,11.0,12.0,"Oxidation (M)",44224.17,"mannose-6-phosphate isomerase OS=Mycolicibacterium smegmatis OX=1772 GN=manA PE=3 SV=1"
1814,true,"L0IXZ7|L0IXZ7_9MYCO",103.1137,26.19,11.31,22.02,5.95,4,226.40338,,,1,5.0,3.0,1.0,"",18088.953,"Ribosome-binding factor A OS=Mycobacterium sp. JS623 OX=212767 GN=rbfA PE=3 SV=1"
926,true,"A0R0B3|ACPM_MYCS2",436.68707,70.71,40.40,40.40,70.71,8,661627.6,785459.06,649964.3,8,55.0,67.0,55.0,"",10736.951,"Meromycolate extension acyl carrier protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=acpM PE=1 SV=1"
1497,true,"A0A8B4R7A5|A0A8B4R7A5_MYCSM",187.56055,39.20,33.52,22.73,28.41,5,5423.4756,1910.7512,6312.3438,5,5.0,8.0,5.0,"Oxidation (M); Carbamidomethylation",19036.68,"N-acetyltransferase GCN5 OS=Mycolicibacterium smegmatis OX=1772 GN=paiA PE=4 SV=1"
2518,true,"A0A2U9PRV8|A0A2U9PRV8_MYCSE",120.67364,30.77,30.77,30.77,30.77,1,1730.6562,,1722.213,1,2.0,3.0,1.0,"",8201.899,"Protein-export membrane protein SecG OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_030510 PE=3 SV=1"
1454,true,"A0QS74|A0QS74_MYCS2",185.58162,18.55,11.81,15.90,0.00,5,14876.808,1386.6831,,5,3.0,4.0,,"Oxidation (M)",42914.008,"Putative xylulose kinase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_1376 PE=4 SV=1"
855,true,"I7F6L3|I7F6L3_MYCS2",348.73813,31.40,31.40,23.55,23.55,9,28798.88,20884.52,29083.152,9,14.0,15.0,15.0,"Oxidation (M); Carbamidomethylation",51050.848,"biotin carboxylase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=purT PE=4 SV=1"
1665,false,"L0IUF4|L0IUF4_9MYCO",145.43005,6.30,6.30,6.30,6.30,2,541.73145,728.9396,1628.1368,2,4.0,2.0,3.0,"Oxidation (M)",47741.65,"Alkane 1-monooxygenase OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_01384 PE=3 SV=1"
962,true,"A0QYF1|A0QYF1_MYCS2",335.54617,30.37,29.80,27.22,26.36,8,30358.684,34331.492,18859.318,8,15.0,19.0,18.0,"Oxidation (M)",36431.812,"Ferric iron-binding periplasmic protein of ABC transporter OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_3636 PE=4 SV=1"
1508,true,"I7FR23|I7FR23_MYCS2",205.93265,9.69,9.69,9.69,7.66,5,3157.212,837.2158,2427.0798,4,10.0,7.0,6.0,"",68077.98,"Acyl-CoA ligase FadD31 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_4769 PE=4 SV=1"
2177,true,"A0QSQ7|A0QSQ7_MYCS2",80.86642,6.63,6.63,3.17,3.17,2,1570.5253,1530.4042,1663.3152,2,3.0,2.0,2.0,"",37551.79,"Oxidoreductase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_1566 PE=4 SV=1"
458,false,"L0IUS6|L0IUS6_9MYCO",179.58879,6.08,6.08,6.08,6.08,3,12118.703,4566.725,12559.105,3,9.0,7.0,11.0,"",43948.28,"phosphoserine phosphatase OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_02186 PE=3 SV=1"
1304,true,"A0A8B4R8E8|A0A8B4R8E8_MYCSM",232.77922,29.63,29.63,20.88,17.85,6,2450.0908,3998.5557,1736.1775,6,7.0,6.0,5.0,"Carbamidomethylation",31421.67,"Membrane glycine rich protein OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_05875 PE=4 SV=1"
2429,false,"A0A8B4QIW3|A0A8B4QIW3_MYCSM",56.534756,4.06,4.06,4.06,4.06,1,,1116.1224,315.3881,1,1.0,2.0,1.0,"Oxidation (M)",36595.418,"Fructose-bisphosphate aldolase OS=Mycolicibacterium smegmatis OX=1772 GN=fba PE=3 SV=1"
551,true,"I7GF71|I7GF71_MYCS2",387.61362,46.75,41.45,45.54,40.00,12,207629.06,49299.508,42846.18,12,28.0,25.0,22.0,"Carbamidomethylation; Oxidation (M)",44837.496,"Formamidase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_5190 PE=4 SV=1"
749,true,"A0A8B4QPC4|A0A8B4QPC4_MYCSM",341.3144,50.57,44.91,44.91,47.17,10,4399.1943,8313.099,5347.7754,10,10.0,14.0,11.0,"",28730.217,"29 kDa antigen CFP29 OS=Mycolicibacterium smegmatis OX=1772 GN=cfp29 PE=3 SV=1"
146,true,"I7FL21|I7FL21_MYCS2",461.23874,45.17,42.62,41.35,42.26,27,46903.242,55275.53,53259.52,27,50.0,40.0,46.0,"Oxidation (M)",60723.14,"DNA helicase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=ercc3 PE=3 SV=1"
979,true,"A0QNZ2|A0QNZ2_MYCS2",268.34338,38.66,38.66,38.66,35.29,8,10320.432,9837.808,5227.826,8,18.0,14.0,12.0,"",25529.293,"YhhW family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_0215 PE=3 SV=1"
1342,true,"Q9F7Y8|Q9F7Y8_MYCSM",256.71564,29.70,19.80,29.70,19.80,6,1380.2054,212.95215,2601.6362,6,9.0,9.0,7.0,"Oxidation (M); Carbamidomethylation",33471.992,"Putative acyltransferase OS=Mycolicibacterium smegmatis OX=1772 PE=4 SV=1"
860,true,"A0R4D5|A0R4D5_MYCS2",269.08517,40.83,40.83,34.60,31.14,9,24506.01,23562.02,26607.525,9,11.0,14.0,15.0,"Carbamidomethylation; Oxidation (M)",30575.863,"4-amino-4-deoxychorismate lyase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_5795 PE=4 SV=1"
1787,true,"I7G033|I7G033_MYCS2",178.36853,25.68,25.68,20.23,20.23,4,5897.635,8686.803,5500.5825,4,20.0,12.0,10.0,"Oxidation (M)",27545.41,"HAD-superfamily hydrolase, subfamily IIA OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_2389 PE=3 SV=1"
2218,true,"I7G371|I7G371_MYCS2",131.9593,9.77,0.00,2.87,9.77,2,,,872.48956,2,,1.0,6.0,"",36188.33,"Alcohol dehydrogenase GroES-like protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_3519 PE=3 SV=1"
50,false,"A0QZF2|A0QZF2_MYCS2",51.90822,3.61,3.61,3.61,3.61,1,7337.7246,1595.224,15054.092,1,6.0,2.0,4.0,"",25467.816,"3-oxoacyl-[acyl-carrier-protein] reductase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_4004 PE=4 SV=1"
2487,true,"I7G8J7|I7G8J7_MYCS2",61.99696,5.05,0.00,0.00,5.05,1,,,,1,,,1.0,"",29913.193,"tRNA/rRNA methyltransferase (SpoU) OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_5537 PE=3 SV=1"
2121,true,"A0A2U9PMS8|A0A2U9PMS8_MYCSE",100.74835,3.74,3.74,3.74,3.74,2,4806.049,2380.2874,4727.8457,2,3.0,2.0,2.0,"",57257.773,"PTS system, glucose-specific IIBC component OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_020970 PE=4 SV=1"
1402,true,"A0QXP6|A0QXP6_MYCS2",169.41724,23.75,23.75,13.79,13.79,5,1871.0989,471.20184,982.24817,5,9.0,5.0,7.0,"Oxidation (M)",27460.164,"2-deoxy-D-gluconate 3-dehydrogenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_3379 PE=4 SV=1"
2566,true,"A0A2U9PPJ2|A0A2U9PPJ2_MYCSE",68.86161,2.83,0.00,0.00,2.83,1,,,,1,,,2.0,"",42051.535,"Alkanesulfonate monooxygenase family protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_026300 PE=4 SV=1"
2781,true,"A0A653FGA1|A0A653FGA1_MYCSM",27.001322,0.88,0.00,0.88,0.00,1,,172.14896,,1,,1.0,,"",84777.125,"Putative integral membrane protein OS=Mycolicibacterium smegmatis OX=1772 GN=BIN_B_03061 PE=4 SV=1"
39,false,"L0IS03|L0IS03_9MYCO",332.95282,18.92,18.92,18.74,18.74,16,178212.3,107301.95,166152.44,15,52.0,54.0,52.0,"",56008.32,"Chaperonin GroEL OS=Mycobacterium sp. JS623 OX=212767 GN=groEL PE=3 SV=1"
928,false,"L0IRF6|L0IRF6_9MYCO",227.07318,24.00,24.00,24.00,24.00,2,9673.443,14520.015,9330.797,2,10.0,11.0,11.0,"",10955.707,"50S ribosomal protein L23 OS=Mycobacterium sp. JS623 OX=212767 GN=rplW PE=3 SV=1"
2558,true,"A0QWK4|A0QWK4_MYCS2",78.79384,3.46,0.00,3.46,3.46,1,,280.34653,,1,,2.0,1.0,"",32875.105,"Peptidyl-prolyl cis-trans isomerase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2973 PE=4 SV=1"
2249,true,"A0R1B8|A0R1B8_MYCS2",213.7381,29.01,29.01,29.01,29.01,2,648.05756,505.1953,730.6337,2,3.0,3.0,3.0,"Carbamidomethylation; Oxidation (M)",15523.392,"Protozoan/cyanobacterial globin family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_4695 PE=3 SV=1"
2160,true,"I7G386|I7G386_MYCS2",119.15636,31.51,31.51,31.51,31.51,2,4420.6562,5520.384,7104.204,2,2.0,3.0,6.0,"",7668.0347,"DUF5652 domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_1160 PE=4 SV=1"
2589,true,"I7F4C8|I7F4C8_MYCS2",71.54706,2.97,2.97,2.97,2.97,1,1000.2761,631.5376,1025.5793,1,2.0,2.0,1.0,"",37306.09,"Methionyl-tRNA formyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_0017 PE=4 SV=1"
704,true,"I7FXA9|I7FXA9_MYCS2",316.13727,51.32,44.53,44.91,46.42,11,25757.475,32710.414,34187.99,11,19.0,18.0,19.0,"Oxidation (M); Carbamidomethylation",27618.223,"Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_0902 PE=3 SV=1"
2831,true,"A0A2U9PP88|A0A2U9PP88_MYCSE",56.905952,4.33,4.33,4.33,0.00,1,69.71223,152.62975,,1,2.0,1.0,,"",32746.246,"Tyrosine recombinase XerC OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=xerC PE=3 SV=1"
606,false,"I7FQ79|I7FQ79_MYCS2",309.09305,8.41,4.61,6.46,6.92,11,380.26373,1145.7983,639.6528,2,11.0,10.0,11.0,"",188482.33,"Phenyloxazoline synthase MbtB OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_4399 PE=3 SV=1"
1162,true,"A0A2U9PP47|A0A2U9PP47_MYCSE",259.43503,20.84,16.19,15.74,13.08,7,1387.5112,4433.796,3537.3755,7,10.0,7.0,8.0,"Carbamidomethylation; Oxidation (M)",47900.246,"Aldehyde dehydrogenase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_025530 PE=3 SV=1"
1226,false,"I7G575|I7G575_MYCS2",146.69658,5.26,3.36,1.12,4.03,4,1116.9092,565.7202,969.87213,4,7.0,1.0,4.0,"",95100.24,"Aldehyde oxidase and xanthine dehydrogenase molybdopterin binding protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_1253 PE=3 SV=1"
1639,false,"A0A2U9PR21|A0A2U9PR21_MYCSE",115.177315,12.21,6.11,12.21,12.21,3,375.8755,2144.5273,3793.9766,3,1.0,5.0,4.0,"Carbamidomethylation; Oxidation (M)",26813.639,"L-xylulose reductase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_032350 PE=4 SV=1"
1999,true,"I7F9H6|I7F9H6_MYCS2",161.44771,25.36,25.36,25.36,25.36,3,31315.363,39312.777,35357.996,3,5.0,7.0,6.0,"Carbamidomethylation; Oxidation (M)",14677.622,"Putative anti-sigma regulatory factor, serine/threonine protein kinase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=rsbW PE=4 SV=1"
2766,true,"I7GBJ1|I7GBJ1_MYCS2",105.91582,5.73,5.73,0.00,0.00,1,,,,1,3.0,,,"",24772.955,"GntR-family transcriptional regulator OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_6556 PE=4 SV=1"
434,true,"I7GBI2|I7GBI2_MYCS2",334.4085,40.40,36.96,28.94,32.95,15,,417.60205,,1,26.0,25.0,22.0,"Oxidation (M); Carbamidomethylation",37854.22,"Aldo/keto reductase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_6546 PE=4 SV=1"
516,false,"A0A2U9PWI0|A0A2U9PWI0_MYCSE",341.03796,38.13,29.55,32.83,34.60,13,29623.273,25649.912,31771.557,13,18.0,16.0,21.0,"Carbamidomethylation; Oxidation (M)",42573.312,"Glutaryl-CoA dehydrogenase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_051570 PE=3 SV=1"
1270,true,"A0A8B4R4H6|A0A8B4R4H6_MYCSM",229.44383,40.38,31.41,39.74,40.38,6,3906.085,5302.5815,4704.0586,6,9.0,10.0,10.0,"Oxidation (M)",17337.57,"Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_04602 PE=4 SV=1"
707,true,"A0A8B4R6I1|A0A8B4R6I1_MYCSM",289.14514,35.50,32.25,35.50,32.25,11,9898.452,12444.144,10716.671,8,20.0,24.0,17.0,"Oxidation (M)",32819.645,"NAD kinase OS=Mycolicibacterium smegmatis OX=1772 GN=ppnK PE=3 SV=1"
2850,true,"I7G966|I7G966_MYCS2",55.141647,3.28,3.28,0.00,0.00,1,226.25475,,,1,2.0,,,"",39570.355,"PE-PGRS family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_3263 PE=4 SV=1"
2846,true,"A0QSN6|A0QSN6_MYCS2",35.61777,2.60,2.60,0.00,0.00,1,,,,1,1.0,,,"",45431.742,"Transcriptional regulator OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_1542 PE=4 SV=1"
2246,true,"I7GBU2|I7GBU2_MYCS2",84.629745,11.06,0.00,11.06,5.29,2,,231.20108,228.56653,2,,2.0,1.0,"",22698.133,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=pgsA2 PE=4 SV=1"
111,true,"A0A8B4R508|A0A8B4R508_MYCSM",541.49084,79.67,79.67,77.00,79.33,31,844914.1,905186.2,906932.56,30,168.0,169.0,162.0,"Carbamidomethylation; Oxidation (M)",31513.973,"UspA domain-containing protein OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_04965 PE=3 SV=1"
2073,false,"A0A653FIV9|A0A653FIV9_MYCSM",95.6556,4.12,4.12,0.00,4.12,2,,,,2,2.0,,2.0,"",80663.61,"ESX-1 secretion-associated protein EspA OS=Mycolicibacterium smegmatis OX=1772 GN=espA_1 PE=4 SV=1"
2443,true,"L0IXU4|L0IXU4_9MYCO",108.2165,15.79,15.79,15.79,0.00,1,250.84921,2159.276,,1,1.0,4.0,,"Oxidation (M)",14283.57,"Transmembrane protein OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_03871 PE=4 SV=1"
640,false,"A0A653FGU9|A0A653FGU9_MYCSM",324.38315,42.94,34.36,24.54,28.83,11,15360.572,19984.89,8250.417,11,17.0,11.0,12.0,"Oxidation (M)",35258.145,"Luciferase-like protein OS=Mycolicibacterium smegmatis OX=1772 GN=BIN_B_02689 PE=4 SV=1"
1325,true,"A0A8B4QG88|A0A8B4QG88_MYCSM",200.40137,30.48,23.81,23.81,30.48,6,2893.76,11728.404,14452.173,6,9.0,4.0,12.0,"Oxidation (M)",22683.252,"dTMP kinase OS=Mycolicibacterium smegmatis OX=1772 GN=tmk PE=3 SV=1"
381,true,"A0A2U9Q0G8|A0A2U9Q0G8_MYCSE",298.66907,15.64,7.86,10.98,11.75,16,7151.2944,9166.112,7933.208,12,13.0,15.0,13.0,"Carbamidomethylation; Oxidation (M)",138395.45,"Non-ribosomal peptide synthetase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_060150 PE=4 SV=1"
1378,false,"A0A2U9PI37|A0A2U9PI37_MYCSE",68.2152,16.98,16.98,16.98,16.98,1,5480.716,4037.2827,2325.7256,1,3.0,4.0,4.0,"",6081.82,"Uncharacterized protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_004020 PE=4 SV=1"
1946,false,"A0A8B4R6I4|A0A8B4R6I4_MYCSM",120.207115,11.84,7.02,11.84,11.84,2,982.0087,2245.8691,1677.9915,2,2.0,3.0,2.0,"",24307.666,"Urease accessory protein UreG OS=Mycolicibacterium smegmatis OX=1772 GN=ureG_2 PE=3 SV=1"
1623,true,"A0A653FMX8|A0A653FMX8_MYCSM",147.83215,10.11,10.11,7.53,10.11,4,4253.037,4957.584,1400.5646,4,4.0,5.0,5.0,"",47974.12,"L-2,4-diaminobutyrate decarboxylase OS=Mycolicibacterium smegmatis OX=1772 GN=ddc PE=3 SV=1"
2656,true,"A0A2U9PMS6|A0A2U9PMS6_MYCSE",32.6142,2.91,2.91,0.00,2.91,1,263.40872,,396.64774,1,1.0,,1.0,"",58047.16,"60 kDa chaperonin OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_019630 PE=3 SV=1"
270,false,"I7GBU8|I7GBU8_MYCS2",111.97509,3.61,3.61,3.61,3.61,1,3491.2473,3272.969,2372.7783,1,3.0,4.0,2.0,"",30653.26,"Oligopeptide/dipeptide ABC transporter OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_6686 PE=4 SV=1"
1128,false,"A0A2U9PHS6|A0A2U9PHS6_MYCSE",228.59375,32.82,23.94,18.53,23.94,6,1817.508,1878.8907,1074.1749,6,5.0,7.0,6.0,"",27724.28,"Transcriptional regulator, GntR family protein OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_002920 PE=4 SV=1"
2349,true,"I7G800|I7G800_MYCS2",171.5014,10.12,10.12,5.95,10.12,2,,,147.00163,2,3.0,1.0,4.0,"",34776.668,"Methionine synthase, vitamin-B12 independent OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_2299 PE=4 SV=1"
296,true,"A0A653FGR6|A0A653FGR6_MYCSM",363.96167,50.63,45.57,43.67,40.93,19,596476.9,29013.586,30321.992,19,31.0,22.0,25.0,"Carbamidomethylation; Oxidation (M)",50348.215,"Diaminopimelate decarboxylase OS=Mycolicibacterium smegmatis OX=1772 GN=lysA_2 PE=3 SV=1"
84,true,"A0R203|ATPFD_MYCS2",593.50195,68.09,68.09,68.09,68.09,35,580185.56,603690.7,583010.3,33,170.0,165.0,150.0,"Oxidation (M)",47449.887,"ATP synthase subunit b-delta OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=atpFH PE=1 SV=1"
2724,true,"I7FRI0|I7FRI0_MYCS2",39.434143,8.27,8.27,0.00,0.00,1,,,,1,1.0,,,"",27506.898,"Methionine aminopeptidase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=map PE=3 SV=1"
1736,true,"A0QPQ9|A0QPQ9_MYCS2",168.34471,13.28,0.00,13.28,8.40,4,,1595.3815,911.02277,4,,4.0,3.0,"Oxidation (M)",39217.34,"Formamidase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_0484 PE=4 SV=1"
1507,true,"A0R217|A0R217_MYCS2",161.62242,33.33,18.41,28.36,23.38,5,2506.1787,5714.6826,2917.6868,5,7.0,7.0,5.0,"Carbamidomethylation; Oxidation (M)",21657.521,"Putative transcriptional regulator OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_4953 PE=4 SV=1"
752,false,"L0J294|L0J294_9MYCO",123.510086,5.05,5.05,5.05,5.05,3,485.35468,2575.319,2939.232,3,2.0,2.0,3.0,"",61882.18,"assimilatory sulfite reductase (ferredoxin) OS=Mycobacterium sp. JS623 OX=212767 GN=Mycsm_04103 PE=4 SV=1"
129,false,"L0IVQ0|L0IVQ0_9MYCO",264.38962,21.29,15.35,21.29,15.35,6,46433.426,51877.496,48564.152,6,14.0,25.0,19.0,"Oxidation (M)",41857.49,"Phosphoglycerate kinase OS=Mycobacterium sp. JS623 OX=212767 GN=pgk PE=3 SV=1"
777,false,"A0QT19|A0QT19_MYCS2",315.39633,63.27,46.26,46.26,63.27,9,253339.1,243092.08,251237.16,9,33.0,35.0,39.0,"Oxidation (M); Carbamidomethylation",16217.529,"Endoribonuclease L-PSP superfamily protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_1681 PE=4 SV=1"
199,true,"I7G779|I7G779_MYCS2",428.60327,77.52,76.74,66.28,67.05,21,252503.17,298136.84,281204.44,20,85.0,85.0,74.0,"Oxidation (M); Carbamidomethylation",27353.393,"Enoyl-CoA hydratase/isomerase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=echA8 PE=3 SV=1"
447,true,"A0A8B4QHD3|A0A8B4QHD3_MYCSM",374.15396,73.27,73.27,73.27,73.27,15,304371.0,310715.84,277220.47,15,63.0,68.0,55.0,"Oxidation (M); Carbamidomethylation",11433.278,"30S ribosomal protein S10 OS=Mycolicibacterium smegmatis OX=1772 GN=rpsJ PE=3 SV=1"
2485,true,"A0A2U9PK21|A0A2U9PK21_MYCSE",63.775787,3.88,0.00,3.88,0.00,1,,5174.433,,1,,2.0,,"",27619.459,"S-methyl-5'-thioadenosine phosphorylase OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=mtnP PE=3 SV=1"
1509,true,"A0A8B4R807|A0A8B4R807_MYCSM",162.73761,24.71,21.47,14.41,17.65,5,1718.9789,2816.7031,2066.705,5,6.0,7.0,9.0,"Carbamidomethylation",36976.65,"Coproporphyrin III ferrochelatase OS=Mycolicibacterium smegmatis OX=1772 GN=hemH PE=3 SV=1"
329,false,"P41404|DHAS_MYCSM",425.3475,56.07,41.04,56.07,41.04,14,37960.566,31976.502,32839.875,14,31.0,31.0,31.0,"Carbamidomethylation; Oxidation (M)",36558.65,"Aspartate-semialdehyde dehydrogenase OS=Mycolicibacterium smegmatis OX=1772 GN=asd PE=3 SV=1"
2805,true,"A0A8B4QLR0|A0A8B4QLR0_MYCSM",70.42292,7.36,7.36,0.00,7.36,1,399.9423,,111.28931,1,1.0,,3.0,"",17958.307,"DUF955 domain-containing protein OS=Mycolicibacterium smegmatis OX=1772 GN=NCTC7017_02557 PE=4 SV=1"
1639,true,"A0QXD6|A0QXD6_MYCS2",148.84229,16.41,10.31,16.41,16.41,4,2180.9995,4379.8135,5099.629,4,3.0,7.0,6.0,"Carbamidomethylation; Oxidation (M)",26841.693,"L-xylulose reductase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_3262 PE=1 SV=1"
880,true,"A0QYS4|A0QYS4_MYCS2",292.9596,21.19,13.90,17.29,17.80,9,3820.5442,7322.8257,6467.4194,9,10.0,12.0,9.0,"Oxidation (M)",64903.61,"Macrolide-transport ATP-binding protein abc transporter OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_3768 PE=4 SV=1"
697,true,"A0A2U9PQM8|A0A2U9PQM8_MYCSE",321.03772,72.58,62.90,72.58,70.97,10,37798.992,44129.043,46827.867,10,18.0,26.0,22.0,"Oxidation (M)",13305.038,"Thioredoxin OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=D806_031000 PE=4 SV=1"
639,true,"I7FFP8|I7FFP8_MYCS2",300.5676,34.58,32.17,24.93,27.61,12,11904.038,6365.2734,13120.314,12,14.0,11.0,15.0,"Oxidation (M)",42131.8,"Swt1-like HEPN domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEI_1212 PE=4 SV=1"
426,true,"A0A653FD72|A0A653FD72_MYCSM",446.51312,43.75,43.75,43.75,43.75,15,1873.2378,3076.3245,2127.269,2,45.0,44.0,45.0,"Oxidation (M)",27960.818,"DUF1542 domain-containing protein OS=Mycolicibacterium smegmatis OX=1772 GN=BIN_B_01357 PE=4 SV=1"
2244,true,"A4ZHS1|A4ZHS1_MYCS2",91.10414,6.47,2.96,6.47,2.96,2,2555.214,223.3024,,2,1.0,2.0,1.0,"Oxidation (M)",41224.184,"Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG2042 PE=4 SV=1"
575,true,"A0A2U9Q0X2|A0A2U9Q0X2_MYCSE",395.74414,90.62,90.62,90.62,90.62,13,378571.12,356879.5,412051.44,13,62.0,64.0,57.0,"Oxidation (M)",10974.635,"30S ribosomal protein S6 OS=Mycolicibacterium smegmatis (strain MKD8) OX=1214915 GN=rpsF PE=3 SV=1"
228,true,"A0A8B4R841|A0A8B4R841_MYCSM",469.83368,82.72,68.75,82.72,79.41,21,144729.62,127162.18,125462.0,21,51.0,61.0,47.0,"Oxidation (M); Carbamidomethylation",28370.393,"Indole-3-glycerol phosphate synthase OS=Mycolicibacterium smegmatis OX=1772 GN=trpC PE=3 SV=1"
