Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	\\mchampion-nas.esc.nd.edu\DATA\Simon\timsTOF_files\20230718-SMEG-6protMix-DIA\20230718-300Smeg_D_6protl-1_S1-B6_1_6595.d	\\mchampion-nas.esc.nd.edu\DATA\Simon\timsTOF_files\20230718-SMEG-6protMix-DIA\20230718-300Smeg_D_6protl-2_S1-C6_1_6596.d	\\mchampion-nas.esc.nd.edu\DATA\Simon\timsTOF_files\20230718-SMEG-6protMix-DIA\20230718-300Smeg_D_6protl-3_S1-D6_1_6597.d
A0A2U9PXS5;A0A8B4QPW3;A0R448;I7G8L4	A0A8B4QPW3;I7G8L4;A0A2U9PXS5;A0R448	A0A2U9PXS5_MYCSE;A0A8B4QPW3_MYCSM;A0R448_MYCS2;I7G8L4_MYCS2	moaC;moaC2	Cyclic pyranopterin monophosphate synthase	51210.4	65607.6	64918
A0A2U9PXS7;A0A8B4QPC3;A0R436;I7GEM8	A0A2U9PXS7;A0A8B4QPC3;A0R436;I7GEM8	A0A2U9PXS7_MYCSE;A0A8B4QPC3_MYCSM;A0R436_MYCS2;I7GEM8_MYCS2	D806_055810;MSMEG_5691;MSMEI_5541;NCTC7017_03280	DUF3027 domain-containing protein	54454.9	49228.1	49850
A0A2U9PXS8;A0A653FDY1;A0R4B2;I7GFQ3	A0A2U9PXS8;A0A653FDY1;A0R4B2;I7GFQ3	A0A2U9PXS8_MYCSE;A0A653FDY1_MYCSM;A0R4B2_MYCS2;I7GFQ3_MYCS2	BIN_B_01575;D806_056690;MSMEG_5771;MSMEI_5618	Uncharacterized protein	41722.9	41573	37948.7
A0A2U9PXS9;A0A653FBZ4;A0R4B1;I7FT50	A0A2U9PXS9;A0A653FBZ4;A0R4B1;I7FT50	A0A2U9PXS9_MYCSE;A0A653FBZ4_MYCSM;A0R4B1_MYCS2;I7FT50_MYCS2	BIN_B_01574;D806_056680;MSMEG_5770;MSMEI_5617	Uncharacterized protein	7167.74	8706.83	12083.4
A0A2U9PXT3;A0A8B4QNX9;A0R4A7;I7GFQ1	A0A2U9PXT3;A0A8B4QNX9;A0R4A7;I7GFQ1	A0A2U9PXT3_MYCSE;A0A8B4QNX9_MYCSM;A0R4A7_MYCS2;I7GFQ1_MYCS2	D806_056640;MSMEG_5766;MSMEI_5613;NCTC7017_03207	DUF732 domain-containing protein	20088.3	22452.6	22699.6
A0A2U9PXT5;A0A8B4QPB2;A0R447;I7GEN5	A0A2U9PXT5;A0A8B4QPB2;A0R447;I7GEN5	A0A2U9PXT5_MYCSE;A0A8B4QPB2_MYCSM;A0R447_MYCS2;I7GEN5_MYCS2	D806_055910;MSMEG_5702;mog	Molybdenum cofactor synthesis domain protein	80822	86846.8	82125.1
A0A2U9PXT6;A0R4C3;I7GFQ7;Q7WTY8	A0A2U9PXT6;A0R4C3;I7GFQ7;Q7WTY8	A0A2U9PXT6_MYCSE;A0R4C3_MYCS2;I7GFQ7_MYCS2;Q7WTY8_MYCSM	D806_056790;pstS;pstS3	Phosphate-binding protein PstS	53829.7	53721.7	55914.5
A0A2U9PXT9;A0R4C2;I7FT59;Q7WTY7	A0A2U9PXT9;A0R4C2;I7FT59;Q7WTY7	A0A2U9PXT9_MYCSE;A0R4C2_MYCS2;I7FT59_MYCS2;Q7WTY7_MYCSM	D806_056780;pstC;pstC2	Phosphate transport system permease protein	8781.18	9036.81	8832.5
A0A2U9PXU4;A0A8B4R178;A0R2S0	A0A2U9PXU4;A0A8B4R178;A0R2S0	A0A2U9PXU4_MYCSE;A0A8B4R178_MYCSM;A0R2S0_MYCS2	D806_051050;MSMEG_5212;NCTC7017_03753	Secreted protein	22957.5	18881.3	20329.5
A0A2U9PXV4;A0A8B4QNH3;A0R4F9;I7G8X7	A0A2U9PXV4;A0A8B4QNH3;A0R4F9;I7G8X7	A0A2U9PXV4_MYCSE;A0A8B4QNH3_MYCSM;A0R4F9_MYCS2;I7G8X7_MYCS2	D806_057000;MSMEG_5819;MSMEI_5662;NCTC7017_03159	Pyridoxamine 5'-phosphate oxidase family protein	4106.56	4652.18	5017.11
A0A2U9PXW2;A0A653FC04;A0R482;I7FL49	A0A2U9PXW2;A0A653FC04;A0R482;I7FL49	A0A2U9PXW2_MYCSE;A0A653FC04_MYCSM;A0R482_MYCS2;I7FL49_MYCS2	BIN_B_01546;D806_056320;MSMEG_5738;MSMEI_5585	UBP-type domain-containing protein	10314.7	11072	8046.64
A0A2U9PXW7;A0A653FC48;A0R4C4;I7GEU0	A0A2U9PXW7;A0A653FC48;A0R4C4;I7GEU0	A0A2U9PXW7_MYCSE;A0A653FC48_MYCSM;A0R4C4_MYCS2;I7GEU0_MYCS2	D806_056810;MSMEG_5784;MSMEI_5631;phoP	Transcriptional regulatory protein	71787.6	70856.1	82926.4
A0A2U9PXW9;A0A8B4QNC1;A0R4H7;I7FLD6	A0A2U9PXW9;A0A8B4QNC1;A0R4H7;I7FLD6	A0A2U9PXW9_MYCSE;A0A8B4QNC1_MYCSM;A0R4H7_MYCS2;I7FLD6_MYCS2	D806_057190;MSMEG_5838;MSMEI_5680;NCTC7017_03140	TetR-family protein transcriptional regulator	13571.7	12414.1	13293.5
A0A2U9PXX3;A0A653FCA5;A0R4G3;I7FLC2	A0A2U9PXX3;A0A653FCA5;A0R4G3;I7FLC2	A0A2U9PXX3_MYCSE;A0A653FCA5_MYCSM;A0R4G3_MYCS2;I7FLC2_MYCS2	BIN_B_01622;D806_057040;MSMEG_5823;MSMEI_5665	Transmembrane protein	21898.4	23938.6	22654.1
A0A2U9PXX5;A0A8B4R279;A0R2V2;I7FJP1	A0A2U9PXX5;A0A8B4R279;A0R2V2;I7FJP1	A0A2U9PXX5_MYCSE;A0A8B4R279_MYCSM;A0R2V2_MYCS2;I7FJP1_MYCS2	D806_051350;MSMEG_5244;devR;devR_6	Two component transcriptional regulatory protein devr	651818	680977	688335
A0A2U9PXZ0;A0A8B4QPC4;A0R4H0;I7G8Y9	A0A2U9PXZ0;A0A8B4QPC4;A0R4H0;I7G8Y9	A0A2U9PXZ0_MYCSE;A0A8B4QPC4_MYCSM;A0R4H0_MYCS2;I7G8Y9_MYCS2	D806_057110;MSMEG_5830;cfp29	29 kDa antigen Cfp29	133862	139533	136276
A0A2U9PXZ1;A0A8B4QNA4;A0R4J7;I7GFT4	A0A2U9PXZ1;A0A8B4QNA4;A0R4J7;I7GFT4	A0A2U9PXZ1_MYCSE;A0A8B4QNA4_MYCSM;A0R4J7_MYCS2;I7GFT4_MYCS2	D806_057390;MSMEG_5858;MSMEI_5699;polS_2	3-oxoacyl-[acyl-carrier-protein] reductase	52815.2	56611.4	52967.2
A0A2U9PXZ6;A0A8B4QP56;A0R4A9;I7GES9	A0A2U9PXZ6;A0A8B4QP56;A0R4A9;I7GES9	A0A2U9PXZ6_MYCSE;A0A8B4QP56_MYCSM;A0R4A9_MYCS2;I7GES9_MYCS2	D806_056660;MSMEG_5768;MSMEI_5615;NCTC7017_03205	HTH tetR-type domain-containing protein	38338.9	39628.1	42683.1
A0A2U9PXZ7;A0A8B4QN97;A0R4K5;I7G927	A0A2U9PXZ7;A0A8B4QN97;A0R4K5;I7G927	A0A2U9PXZ7_MYCSE;A0A8B4QN97_MYCSM;A0R4K5_MYCS2;I7G927_MYCS2	D806_057470;MSMEG_5866;adhB;adhB_1	alcohol dehydrogenase	24948.9	25700.6	23418.9
A0A2U9PXZ9;A0A8B4QPJ9;A0R4A5;I7G8S2	A0A2U9PXZ9;A0A8B4QPJ9;A0R4A5;I7G8S2	A0A2U9PXZ9_MYCSE;A0A8B4QPJ9_MYCSM;A0R4A5_MYCS2;I7G8S2_MYCS2	D806_056620;MSMEG_5764;MSMEI_5611;NCTC7017_03209	Putative cyanamide hydratase	2837.83	2269.39	1732.83
A0A2U9PY03;A0A8B4QNQ8;A0R4J6;I7FTC3	A0A8B4QNQ8;A0A2U9PY03;A0R4J6;I7FTC3;L0J6D5	A0A2U9PY03_MYCSE;A0A8B4QNQ8_MYCSM;A0R4J6_MYCS2;I7FTC3_MYCS2	D806_057380;MSMEG_5857;MSMEI_5698;garR_2	Putative oxidoreductase	10607.5	8934.36	9307.04
A0A2U9PY06;A0A8B4R116;A0R2Y3;I7FJS4	A0A2U9PY06;A0A8B4R116;A0R2Y3;I7FJS4	A0A2U9PY06_MYCSE;A0A8B4R116_MYCSM;A0R2Y3_MYCS2;I7FJS4_MYCS2	D806_051650;MSMEG_5275;MSMEI_5136;NCTC7017_03692	Permease of the major facilitator superfamily protein	209771	198643	189627
A0A2U9PY07;A0A653FCT9;A0R4J8;I7FLF3	A0A2U9PY07;A0A653FCT9;A0R4J8;I7FLF3;L0J4T4	A0A2U9PY07_MYCSE;A0A653FCT9_MYCSM;A0R4J8_MYCS2;I7FLF3_MYCS2	D806_057400;MSMEG_5859;aldA;ald_1	Aldehyde dehydrogenase (NAD) family protein	14738	17831.5	21115.1
A0A2U9PY08	A0A2U9PY08;A0A653FDV3;A0R4B9;I7FL83	A0A2U9PY08_MYCSE	D806_056750	Alcohol dehydrogenase, zinc-binding	11183.3	12531.9	11806.5
A0A2U9PY09;A0A653FCL3;I7G8T1	A0A2U9PY09;A0A653FCL3;A0R4B6;I7G8T1	A0A2U9PY09_MYCSE;A0A653FCL3_MYCSM;I7G8T1_MYCS2	D806_056720;MSMEI_5621;msrR_2	LytR/CpsA/Psr family protein	8977.7	10279	8533.88
A0A2U9PY11;A0A8B4QNE2;A0R4K2;I7GFT6	A0A2U9PY11;A0A8B4QNE2;A0R4K2;I7GFT6	A0A2U9PY11_MYCSE;A0A8B4QNE2_MYCSM;A0R4K2_MYCS2;I7GFT6_MYCS2	D806_057440;MSMEG_5863;NCTC7017_03115;cyp51	Cytochrome P450 51	8506.09	7931.78	8089.07
A0A2U9PY15	A0A2U9PY15;A0A8B4QNJ8	A0A2U9PY15_MYCSE	D806_056860	SseC protein	12602.2	18402	17975.5
A0A2U9PY16;A0A653FCF7;A0R4K6;I7FTD2	A0A2U9PY16;A0A653FCF7;A0R4K6;I7FTD2;L0J5J0	A0A2U9PY16_MYCSE;A0A653FCF7_MYCSM;A0R4K6_MYCS2;I7FTD2_MYCS2	BIN_B_01666;D806_057480;MSMEG_5867;MSMEI_5708	Nuclear transport factor 2 (NTF2) domain superfamily protein	23103	20011	20884.2
A0A2U9PY17;A0A8B4QNL1;A0R4C5;I7G8U1	A0A2U9PY17;A0A8B4QNL1;A0R4C5;I7G8U1	A0A2U9PY17_MYCSE;A0A8B4QNL1_MYCSM;A0R4C5_MYCS2;I7G8U1_MYCS2	D806_056820;MSMEG_5785;MSMEI_5632;NCTC7017_03189	Putative exported protein	43995.9	48109.8	42792.5
A0A2U9PY24;A0A653FE82;A0A8B4QN90;A0R4L5;I7G940	A0A2U9PY24;A0A653FE82;A0A8B4QN90;A0R4L5;I7G940	A0A2U9PY24_MYCSE;A0A653FE82_MYCSM;A0A8B4QN90_MYCSM;A0R4L5_MYCS2;I7G940_MYCS2	BIN_B_01676;D806_057590;MSMEG_5877;MSMEI_5718;NCTC7017_03101	Glycoside hydrolase family 5 domain-containing protein	22854.2	23744.6	22220.1
A0A2U9PY26;A0A653FI23;A0R4N8;I7GFV0	A0A2U9PY26;A0A653FI23;A0R4N8;I7GFV0	A0A2U9PY26_MYCSE;A0A653FI23_MYCSM;A0R4N8_MYCS2;I7GFV0_MYCS2	D806_057810;MSMEG_5900;mce4A	Virulence factor Mce family protein	16930.6	15734.7	14007.5
A0A2U9PY31;A0A8B4QP84;A0R4K9;I7GF02	A0A2U9PY31;A0A8B4QP84;A0R4K9;I7GF02	A0A2U9PY31_MYCSE;A0A8B4QP84_MYCSM;A0R4K9_MYCS2;I7GF02_MYCS2	D806_057510;MSMEG_5871;MSMEI_5711;hit_1	HIT family protein	577695	555864	517982
A0A2U9PY32;A0A8B4QN84;A0R4M5	A0A2U9PY32;A0A8B4QN84;A0R4M5	A0A2U9PY32_MYCSE;A0A8B4QN84_MYCSM;A0R4M5_MYCS2	D806_057690;MSMEG_5887;NCTC7017_03091	Intersectin-EH binding protein Ibp1	5002.42	5064.29	5078.83
A0A2U9PY37;A0A8B4R108;A0R2Z3;I7FJT6	A0A2U9PY37;A0A8B4R108;A0R2Z3;I7FJT6	A0A2U9PY37_MYCSE;A0A8B4R108_MYCSM;A0R2Z3_MYCS2;I7FJT6_MYCS2	D806_051750;MSMEG_5285;MSMEI_5146;NCTC7017_03682	Phospholipase, patatin family protein	42010.6	42959.7	44894.2
A0A2U9PY42;A0A8B4QNL2;A0R4N7;I7FTG7	A0A2U9PY42;A0A8B4QNL2;A0R4N7;I7FTG7	A0A2U9PY42_MYCSE;A0A8B4QNL2_MYCSM;A0R4N7_MYCS2;I7FTG7_MYCS2	D806_057800;MSMEG_5899;mce4B;mce4B_1	Virulence factor Mce family protein	14109.6	13465.7	14295
A0A2U9PY43;A0A8B4QN50;I7GF46	A0A2U9PY43;A0A8B4QN50;I7GF46	A0A2U9PY43_MYCSE;A0A8B4QN50_MYCSM;I7GF46_MYCS2	D806_058010;MSMEI_5762;NCTC7017_03058	Lipid-transfer protein	37430.7	39818.2	39666.1
A0A2U9PY44;A0A8B4QN89;A0R4N9;I7FLI5	A0A2U9PY44;A0A8B4QN89;A0R4N9;I7FLI5	A0A2U9PY44_MYCSE;A0A8B4QN89_MYCSM;A0R4N9_MYCS2;I7FLI5_MYCS2	D806_057820;MSMEG_5901;mlaE_5;yrbE4B	TrnB2 protein	7273.35	8216.03	7349.63
A0A2U9PY45;A0A8B4QPM1;A0R4H1;I7FTA1	A0A2U9PY45;A0A8B4QPM1;A0R4H1;I7FTA1	A0A2U9PY45_MYCSE;A0A8B4QPM1_MYCSM;A0R4H1_MYCS2;I7FTA1_MYCS2	purQ	Phosphoribosylformylglycinamidine synthase subunit PurQ	708883	688713	666756
A0A2U9PY46;A0A653FC88;A0R4H3;I7GEX7	A0A2U9PY46;A0A653FC88;A0R4H3;I7GEX7	A0A2U9PY46_MYCSE;A0A653FC88_MYCSM;A0R4H3_MYCS2;I7GEX7_MYCS2	D806_057150;MSMEG_5834;MSMEI_5676;gloB_1	Metallo-beta-lactamase superfamily protein	217775	212728	195502
A0A2U9PY51;A0A8B4QNA5;A0R4P4;I7FLI9	A0A2U9PY51;A0A8B4QNA5;A0R4P4;I7FLI9;L0J2Y5	A0A2U9PY51_MYCSE;A0A8B4QNA5_MYCSM;A0R4P4_MYCS2;I7FLI9_MYCS2	D806_057860;MSMEG_5906;NCTC7017_03073;fadE26	Putative acyl-CoA dehydrogenase	33880.9	32091.9	33408.4
A0A2U9PY52;A0A8B4QNA0;A0R4M8;I7GFU6	A0A2U9PY52;A0A8B4QNA0;A0R4M8;I7GFU6	A0A2U9PY52_MYCSE;A0A8B4QNA0_MYCSM;A0R4M8_MYCS2;I7GFU6_MYCS2	D806_057720;MSMEG_5890;MSMEI_5730;NCTC7017_03088	Uncharacterized protein	29992.3	27139.3	27287.2
A0A2U9PY60;A0A8B4QP50;A0R4P0;I7GF30	A0A2U9PY60;A0A8B4QP50;A0R4P0;I7GF30;L0J5N5	A0A2U9PY60_MYCSE;A0A8B4QP50_MYCSM;A0R4P0_MYCS2;I7GF30_MYCS2	D806_057830;MSMEG_5902;MSMEI_5742;yrbE4A	ABC transporter permease	43076.1	46635.5	43468.4
A0A2U9PY66;A0A8B4R0X9;A0R326;I7GF59	A0A8B4R0X9;A0R326;A0A2U9PY66;I7GF59	A0A2U9PY66_MYCSE;A0A8B4R0X9_MYCSM;A0R326_MYCS2;I7GF59_MYCS2	D806_052050;MSMEG_5318;MSMEI_5175;glnP	Glutamine ABC transporter, permease/substrate-binding protein	42428.5	41370.4	40869.1
A0A2U9PY67;A0A8B4QN70;A0R4R1;I7G9A0	A0A2U9PY67;A0A8B4QN70;A0R4R1;I7G9A0;L0J2Z9	A0A2U9PY67_MYCSE;A0A8B4QN70_MYCSM;A0R4R1_MYCS2;I7G9A0_MYCS2	D806_058020;MSMEG_5923;NCTC7017_03057;ltp3	Acetyl-CoA acetyltransferase	7266.87	9694.49	10020.4
A0A2U9PY69;A0A8B4QNI1;A0R4R9;I7FLL6	A0A2U9PY69;A0A8B4QNI1;A0R4R9;I7FLL6	A0A2U9PY69_MYCSE;A0A8B4QNI1_MYCSM;A0R4R9_MYCS2;I7FLL6_MYCS2	D806_058100;MSMEG_5931;MSMEI_5772;hdhA_1	Short chain dehydrogenase	27349.6	27384.8	29930.8
A0A2U9PY72;A0A653FJJ4;A0R4Q1;I7G986	A0A2U9PY72;A0A653FJJ4;A0R4Q1;I7G986	A0A2U9PY72_MYCSE;A0A653FJJ4_MYCSM;A0R4Q1_MYCS2;I7G986_MYCS2	BIN_B_03667;D806_057930;MSMEG_5913;MSMEI_5753	Dioxygenase	34327.9	32638.7	34526.1
A0A2U9PY75;A0A8B4QPI8;A0R4K0;I7G922	A0A2U9PY75;A0A8B4QPI8;A0R4K0;I7G922	A0A2U9PY75_MYCSE;A0A8B4QPI8_MYCSM;A0R4K0_MYCS2;I7G922_MYCS2	D806_057420;MSMEG_5861;cyp123;cyp123_3	Cytochrome P450 109	3539.99	3156.84	2212.68
A0A2U9PY76;A0A653FE55;A0R338;I7GF67	A0A2U9PY76;A0A653FE55;A0R338;I7GF67	A0A2U9PY76_MYCSE;A0A653FE55_MYCSM;A0R338_MYCS2;I7GF67_MYCS2	BIN_B_02271;D806_052150;MSMEG_5330;MSMEI_5185	SIS domain protein	10641.6	10305.1	11654.7
A0A2U9PY78;A0A8B4QN63;A0R4S1;I7G9B3	A0A2U9PY78;A0A8B4QN63;A0R4S1;I7G9B3	A0A2U9PY78_MYCSE;A0A8B4QN63_MYCSM;A0R4S1_MYCS2;I7G9B3_MYCS2	D806_058120;MSMEG_5933;MSMEI_5774;kdgR_4	ArsR family transcriptional regulator	3547.34	3916.08	4296.08
A0A2U9PY81;A0A8B4QP24;A0R4R2;I7FTJ6	A0A2U9PY81;A0A8B4QP24;A0R4R2;I7FTJ6	A0A2U9PY81_MYCSE;A0A8B4QP24_MYCSM;A0R4R2_MYCS2;I7FTJ6_MYCS2	D806_058030;MSMEG_5924;MSMEI_5764;NCTC7017_03056	Lipoprotein LpqN	27187.7	32903.5	31887.2
A0A2U9PY82;A0A8B4QPF6;A0R4K4;I7GEZ8	A0A2U9PY82;A0A8B4QPF6;A0R4K4;I7GEZ8	A0A2U9PY82_MYCSE;A0A8B4QPF6_MYCSM;A0R4K4_MYCS2;I7GEZ8_MYCS2	D806_057460;MSMEG_5865;MSMEI_5706;NCTC7017_03113	Nuclear transport factor 2 family protein	22322.6	22047.1	22275.5
A0A2U9PY85;A0A8B4QPH6;A0R4L0;I7G934	A0A2U9PY85;A0A8B4QPH6;A0R4L0;I7G934	A0A2U9PY85_MYCSE;A0A8B4QPH6_MYCSM;A0R4L0_MYCS2;I7G934_MYCS2	D806_057520;MSMEG_5870;phoR	histidine kinase	13679.7	14417.1	13274.1
A0A2U9PY86;A0A8B4R1Y8;A0R346;I7GF74	A0A2U9PY86;A0A8B4R1Y8;A0R346;I7GF74	A0A2U9PY86_MYCSE;A0A8B4R1Y8_MYCSM;A0R346_MYCS2;I7GF74_MYCS2	D806_052250;MSMEG_5340;MSMEI_5195;NCTC7017_03630	TetR-family protein transcriptional regulator	21298	22943.5	24332.6
A0A2U9PYA4;A0A8B4QNV7;A0R4M3;I7FLH0	A0A2U9PYA4;A0A8B4QNV7;A0R4M3;I7FLH0	A0A2U9PYA4_MYCSE;A0A8B4QNV7_MYCSM;A0R4M3_MYCS2;I7FLH0_MYCS2	D806_057670;MSMEG_5885;MSMEI_5726;hdhA_2	Short chain dehydrogenase	82770.7	84423.4	83816.3
A0A2U9PYA7;A0A653FJN1;A0R4N4;I7FLI0	A0A2U9PYA7;A0A653FJN1;A0R4N4;I7FLI0	A0A2U9PYA7_MYCSE;A0A653FJN1_MYCSM;A0R4N4_MYCS2;I7FLI0_MYCS2	D806_057770;MSMEG_5896;lprN	Virulence factor Mce family protein	18012.8	17780.7	17413.2
A0A2U9PYB3;A0A653FE03;A0R376;I7GF88	A0A2U9PYB3;A0A653FE03;A0R376;I7GF88	A0A2U9PYB3_MYCSE;A0A653FE03_MYCSM;A0R376_MYCS2;I7GF88_MYCS2	D806_052550;MSMEI_5225;ehuA;glnQ_2	Ectoine/hydroxyectoine ABC transporter, ATP-binding protein	31287.3	30560.4	30409.1
A0A2U9PYB5;A0A653FI77;A0R4N5;I7GF25	A0A2U9PYB5;A0A653FI77;A0R4N5;I7GF25	A0A2U9PYB5_MYCSE;A0A653FI77_MYCSM;A0R4N5_MYCS2;I7GF25_MYCS2	BIN_B_03652;D806_057780;MSMEG_5897;MSMEI_5737	Virulence factor mce family protein	31677	35040.5	28200.9
A0A2U9PYC0;A0A8B4QP05;A0R4Y8;I7G9K9	A0A2U9PYC0;A0A8B4QP05;A0R4Y8;I7G9K9	A0A2U9PYC0_MYCSE;A0A8B4QP05_MYCSM;A0R4Y8_MYCS2;I7G9K9_MYCS2	D806_058790;MSMEG_6000;MSMEI_5839;NCTC7017_02981	Short chain dehydrogenase	5873.47	7279.02	6487.68
A0A2U9PYC1;A0A653FNB8;A0R4Z0;I7GFY8	A0A2U9PYC1;A0A653FNB8;A0R4Z0;I7GFY8	A0A2U9PYC1_MYCSE;A0A653FNB8_MYCSM;A0R4Z0_MYCS2;I7GFY8_MYCS2	D806_058810;MSMEG_6002;MSMEI_5841;gctA	Coenzyme A transferase, subunit A	27856.8	28233.6	27013.4
A0A2U9PYD8;A0A8B4QMY0;A0R4Y9;I7FTS8	A0A2U9PYD8;A0A8B4QMY0;A0R4Y9;I7FTS8	A0A2U9PYD8_MYCSE;A0A8B4QMY0_MYCSM;A0R4Y9_MYCS2;I7FTS8_MYCS2	D806_058800;MSMEG_6001;echA20	Enoyl-CoA hydratase	38020.3	40647.9	38869.7
A0A2U9PYD9;A0A8B4QMW6;A0R506;I7FTU9	A0A2U9PYD9;A0A8B4QMW6;A0R506;I7FTU9	A0A2U9PYD9_MYCSE;A0A8B4QMW6_MYCSM;A0R506_MYCS2;I7FTU9_MYCS2	D806_058990;MSMEG_6020;MSMEI_5860;xylF_2	D-xylose-binding periplasmic protein	30610.3	30887	30784.9
A0A2U9PYE2;A0A8B4QPA6;A0R4S3;I7GFW3	A0A2U9PYE2;A0A8B4QPA6;A0R4S3;I7GFW3	A0A2U9PYE2_MYCSE;A0A8B4QPA6_MYCSM;A0R4S3_MYCS2;I7GFW3_MYCS2	D806_058140;MSMEG_5935;MSMEI_5776;recQ_1	ATP-dependent DNA helicase	94865.2	93967.2	91957.4
A0A2U9PYE6;A0A8B4R0W3;A0R3A6;I7FS83	A0A2U9PYE6;A0A8B4R0W3;A0R3A6;I7FS83;L0J428	A0A2U9PYE6_MYCSE;A0A8B4R0W3_MYCSM;A0R3A6_MYCS2;I7FS83_MYCS2	D806_052860;MSMEG_5404;MSMEI_5255;acsA_4	Propionate--CoA ligase	377852	370307	364832
A0A2U9PYE9;A0A8B4QNB0;A0R4Z8;I7GFZ0	A0A2U9PYE9;A0A8B4QNB0;A0R4Z8;I7GFZ0	A0A2U9PYE9_MYCSE;A0A8B4QNB0_MYCSM;A0R4Z8_MYCS2;I7GFZ0_MYCS2	D806_058900;MSMEG_6011;MSMEI_5851;fabG_25	Short chain dehydrogenase	20082.2	20546.2	19190.6
A0A2U9PYF5;A0A8B4QP77;A0R4S8;I7FTL1	A0A2U9PYF5;A0A8B4QP77;A0R4S8;I7FTL1;L0J5R9	A0A2U9PYF5_MYCSE;A0A8B4QP77_MYCSM;A0R4S8_MYCS2;I7FTL1_MYCS2	D806_058180;MSMEG_5940;mhpD	2-keto-4-pentenoate hydratase	167268	163468	167164
A0A2U9PYF6;A0A653FLV5;A0R4Z2;I7GF97	A0A2U9PYF6;A0A653FLV5;A0R4Z2;I7GF97	A0A2U9PYF6_MYCSE;A0A653FLV5_MYCSM;A0R4Z2_MYCS2;I7GF97_MYCS2	BIN_B_04940;D806_058830;MSMEG_6004;MSMEI_5843	Oxidoreductase, 2-nitropropane dioxygenase family protein	14265.3	17111.9	16457.2
A0A2U9PYF8;A0A653FNG4	A0A2U9PYF8;A0A653FNG4	A0A2U9PYF8_MYCSE;A0A653FNG4_MYCSM	D806_059190;kstR_3	Transcriptional regulator, TetR family protein	22243.9	23940.4	20511.4
A0A2U9PYF9;A0A653F9F2;I7GFA5	A0A2U9PYF9;A0A653F9F2;I7GFA5	A0A2U9PYF9_MYCSE;A0A653F9F2_MYCSM;I7GFA5_MYCS2	BIN_B_00583;D806_052960;MSMEI_5266	Septum formation initiator subfamily protein, putative	62577.8	56664.7	63931.1
A0A2U9PYG0;A0A8B4QN98;A0R507;I7GFZ3	A0R507;A0A2U9PYG0;A0A8B4QN98;I7GFZ3	A0A2U9PYG0_MYCSE;A0A8B4QN98_MYCSM;A0R507_MYCS2;I7GFZ3_MYCS2	xylA	Xylose isomerase	18873.1	19095.3	18021.7
A0A2U9PYG1;A0A8B4QMY4;A4ZHT7;I7GFA1	A0A2U9PYG1;A0A8B4QMY4;A4ZHT7;I7GFA1	A0A2U9PYG1_MYCSE;A0A8B4QMY4_MYCSM;A4ZHT7_MYCS2;I7GFA1_MYCS2	D806_058920;MSMEG5970;fadD3	Acyl-CoA synthase	7212.81	9245.85	7057.39
A0A2U9PYG5;A0A653FMH5;A0R500;I7G9M9	A0A2U9PYG5;A0A653FMH5;A0R500;I7G9M9	A0A2U9PYG5_MYCSE;A0A653FMH5_MYCSM;A0R500_MYCS2;I7G9M9_MYCS2	D806_058930;MSMEG_6014;fadE31;mmgC_13	Putative acyl-CoA dehydrogenase	6320.69	8594.77	8681.38
A0A2U9PYH2;A0A8B4QMU2;A0R538;I7GFC4	A0A2U9PYH2;A0A8B4QMU2;A0R538;I7GFC4	A0A2U9PYH2_MYCSE;A0A8B4QMU2_MYCSM;A0R538_MYCS2;I7GFC4_MYCS2	D806_059310;bluB	Cob(II)yrinic acid a,c-diamide reductase	76647.8	74155.9	74333.6
A0A2U9PYH4;A0A653FLP0;A0R511;I7FTV4	A0A2U9PYH4;A0A653FLP0;A0R511;I7FTV4	A0A2U9PYH4_MYCSE;A0A653FLP0_MYCSM;A0R511_MYCS2;I7FTV4_MYCS2	D806_059030;MSMEG_6024;MSMEI_5865;acsA_5	Acetoacetyl-CoA synthase	117196	120168	116816
A0A2U9PYI4;A0A653FLQ1;A0R522;I7FTW6	A0A2U9PYI4;A0A653FLQ1;A0R522;I7FTW6	A0A2U9PYI4_MYCSE;A0A653FLQ1_MYCSM;A0R522_MYCS2;I7FTW6_MYCS2	D806_059130;MSMEG_6036;bphC;hsaC_1	Biphenyl-2,3-diol 1,2-dioxygenase	36492.7	36682.6	38602.4
A0A2U9PYI5;A0A653F9H5;A0R3E6;I7G7P0	A0A2U9PYI5;A0A653F9H5;A0R3E6;I7G7P0	A0A2U9PYI5_MYCSE;A0A653F9H5_MYCSM;A0R3E6_MYCS2;I7G7P0_MYCS2	D806_053270;MSMEI_5295;pabB	Para-aminobenzoate synthase, component I	3155.54	3385.11	3915.51
A0A2U9PYJ6;A0A653FLX2;A0R565;I7GG26	A0A2U9PYJ6;A0A653FLX2;A0R565;I7GG26	A0A2U9PYJ6_MYCSE;A0A653FLX2_MYCSM;A0R565_MYCS2;I7GG26_MYCS2	BIN_B_05017;D806_059590;MSMEG_6081;MSMEI_5921	Uncharacterized protein	110319	109227	106241
